FNGiD7T4cpkOIM3mq.YdMY,37,2012-03-26,09:19:26,15962,ODOkY9pchzsDHj.23UGQoc,15962,O,6818415,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,47,2012-03-26,09:14:25,15962,ODOkY9pchzsDHj.23UGQoc,15962,O,6818423,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,28,2012-03-29,19:30:27,16448,ODOkY9pchzsDHj.23UGQoc,16448,O,12973777,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,113,2012-03-31,23:24:22,16493,ODOkY9pchzsDHj.23UGQoc,17012,O,15847742,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,23,2012-03-31,19:41:23,15962,ODOkY9pchzsDHj.23UGQoc,15962,O,16312571,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,97,2012-03-31,19:37:46,15961,ODOkY9pchzsDHj.23UGQoc,15962,O,16312579,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,40,2012-04-01,13:57:39,47323,2uUonTT3kWE7Uj7KiYBXDc,47323,O,16805111,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,0,2012-04-03,23:52:55,14882,2Onqyq2Ke1gkX5taqmTLCI,14882,O,21046320,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,70,2012-04-04,19:23:05,14865,ODOkY9pchzsDHj.23UGQoc,16464,O,21974178,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,15,2012-04-04,10:29:52,45252,m5YJXcVamIkxaZmrDw1mwA,15202,O,22778586,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,26,2012-04-10,21:09:29,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,29098249,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,59,2012-04-11,20:25:52,15173,ODOkY9pchzsDHj.23UGQoc,15173,O,31155081,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,65,2012-04-13,21:58:30,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,34938917,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,53,2012-04-17,20:42:09,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,40778253,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,0,2012-04-17,20:43:14,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,40778257,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,281,2012-04-18,20:31:55,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,42737546,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,170,2012-04-19,22:08:53,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,44730024,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,25,2012-04-20,19:09:01,16445,ODOkY9pchzsDHj.23UGQoc,16445,O,46715296,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,9,2012-04-20,19:10:32,16445,ODOkY9pchzsDHj.23UGQoc,16445,O,46715350,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,64,2012-04-20,19:14:06,16445,ODOkY9pchzsDHj.23UGQoc,16445,O,46715466,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,37,2012-04-22,13:41:59,16895,Rr/7h/Jw5doGk.I9HvthOo,16895,O,48497881,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,11,2012-04-23,13:08:47,47574,Rr/7h/Jw5doGk.I9HvthOo,47574,O,49367098,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,0,2012-04-23,17:51:49,45252,m5YJXcVamIkxaZmrDw1mwA,45252,O,49531267,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,48,2012-04-24,20:12:55,45252,m5YJXcVamIkxaZmrDw1mwA,45252,O,51320294,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,21,2012-04-24,18:56:13,16418,m5YJXcVamIkxaZmrDw1mwA,16418,O,51751143,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,39,2012-04-24,19:59:09,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,52119439,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,188,2012-04-25,19:45:11,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,53467787,FNGiD7T4cpkOIM3mq.YdMY
FNGiD7T4cpkOIM3mq.YdMY,73,2012-04-26,20:35:44,15965,ODOkY9pchzsDHj.23UGQoc,15965,O,54917094,FNGiD7T4cpkOIM3mq.YdMY
